"管理番号","機器名称","開始日","状況","現所在地ＣＤ","現所在地","型式","製造ＣＤ","管理部署","分類ＣＤ","分類","メーカーＣＤ","メーカー","配備部署","ME.No","カタログ名称","SystemID","資産番号","資産区分","納入年月日","廃棄フラグ","廃棄年月日","廃棄予定日","廃棄担当者","代表機種","年間保守契約","年間保守費用","常設機器","統計対象外","運転実時間","耐用年数","可用年数","所属コード","購入価格"
"14-0039","集中型受信機","2024/02/07 13:29:21","貸出中","101","新　東3階","ORG-9100","3331","新　ＭＥ室","0221400","セントラルモニタ","109200","日本光電工業","新　東3階","","集中型受信機","","","固定資産","2015/03/23 0:00:00","False","","","","False","False","0","False","False","","6","6","","0"
"15-0018","集中型受信機","2024/03/06 9:56:43","","108","新　ＭＥ室","RU-960P","02882","新　ＭＥ室","0221400","セントラルモニタ","109200","日本光電工業","新　ＭＥ室","予備機","集中型受信機","","","固定資産","2016/02/24 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"15-0019","集中型受信機","2024/03/06 9:58:07","","108","新　ＭＥ室","RU-960P","03052","新　ＭＥ室","0221400","セントラルモニタ","109200","日本光電工業","新　ＭＥ室","予備機","集中型受信機","","","固定資産","2016/02/24 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"18-0008","集中型受信機","2024/01/30 10:15:19","貸出中","111","新　西6階","ORG-9100","6398","新　ＭＥ室","0221400","セントラルモニタ","109200","日本光電工業","新　西6階","","集中型受信機","","","固定資産","2019/01/31 0:00:00","False","","","","False","False","0","False","False","","6","6","","0"
"18-0009","集中型受信機","2024/01/30 10:16:41","貸出中","111","新　西6階","ORG-9100","6399","新　ＭＥ室","0221400","セントラルモニタ","109200","日本光電工業","新　西6階","","集中型受信機","","","固定資産","2019/01/30 0:00:00","False","","","","False","False","0","False","False","","6","6","","0"
"19-0101","集中型受信機","2024/02/08 10:18:05","貸出中","114","新　ICU","ORG-9100","6902","新　ＭＥ室","0221400","セントラルモニタ","109200","日本光電工業","新　ICU","","集中型受信機","","","固定資産","2019/06/01 0:00:00","False","","","","False","False","0","False","False","","6","6","","0"
"19-0014","集中型受信機","2024/03/06 9:59:25","","108","新　ＭＥ室","ORG-9100","7207","新　ＭＥ室","0221400","セントラルモニタ","109200","日本光電工業","新　ＭＥ室","予備機","集中型受信機","","","固定資産","2019/12/09 0:00:00","False","","","","False","False","0","False","False","","6","6","","0"
"19-0013","集中型受信機","2024/01/31 11:13:17","","108","新　ＭＥ室","ORG-9100","7206","新　ＭＥ室","0221400","セントラルモニタ","109200","日本光電工業","新　ＭＥ室","予備機","集中型受信機","","","固定資産","2019/12/09 0:00:00","False","","","","False","False","0","False","False","","6","6","","0"
"20-1030","集中型受信機","2024/02/20 14:25:41","貸出中","126","新　救急外来","ORG-9100","06919","新　ＭＥ室","0221400","セントラルモニタ","109200","日本光電工業","新　救急外来","","集中型受信機","","","固定資産","2021/03/24 0:00:00","False","","","","False","False","0","False","False","","6","6","","0"
"20-1031","集中型受信機","2024/02/20 10:50:00","貸出中","126","新　救急外来","ORG-9100","06920","新　ＭＥ室","0221400","セントラルモニタ","109200","日本光電工業","新　救急外来","","集中型受信機","","","固定資産","2021/03/24 0:00:00","False","","","","False","False","0","False","False","","6","6","","0"
"25-0046","集中型受信機","","","108","新　臨床工学室","ORG-9100","10003","新　臨床工学室","0221400","セントラルモニタ","109200","日本光電工業","新　臨床工学室","予備機","集中型受信機","","","固定資産","2025/04/28 0:00:00","False","","","","False","False","0","False","False","","6","6","","0"
"00-2815","送信機","2024/05/24 9:42:00","","108","新　ＭＥ室","ZS-920P","01406","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　ＭＥ室","CH5014","送信機","","","固定資産","2000/01/01 0:00:00","False","","","","False","False","0","False","False","","","","","0"
"00-2933","送信機","2024/01/29 10:23:11","貸出中","111","新　西6階","ZS-900P","14664","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　西6階","CH6038","送信機","","","固定資産","2010/10/01 0:00:00","False","","","","False","False","0","False","False","","","","","0"
"00-2977","送信機","2024/05/14 7:16:00","","108","新　ＭＥ室","ZS-910P","02835","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　ＭＥ室","CH6053","送信機","","","固定資産","2005/03/14 0:00:00","False","","","","False","False","0","False","False","","","","","0"
"00-2808","送信機","2024/01/27 10:20:56","貸出中","131","新　CT室","ZS-910P","05320","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　ＭＥ室","CH2006","送信機","","","固定資産","2006/02/03 0:00:00","False","","","","False","False","0","False","False","","","","","0"
"00-2807","送信機","2022/04/01 14:35:00","","108","新　ＭＥ室","ZS-910P","05321","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　ＭＥ室","CH1001","送信機","","","固定資産","2006/02/03 0:00:00","False","","","","False","False","0","False","False","","","","","0"
"00-2927","送信機","2024/02/08 10:21:51","","108","新　ＭＥ室","ZS-920P","01402","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　ＭＥ室","CH1001","送信機","","","固定資産","2005/03/20 0:00:00","False","","","","False","False","0","False","False","","","","","0"
"00-3052","送信機","2024/05/24 9:42:00","","108","新　ＭＥ室","ZS-920P","01405","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　ＭＥ室","CH2045","送信機","","","固定資産","2010/01/12 0:00:00","False","","","","False","False","0","False","False","","","","","0"
"12-0026","送信機","2024/02/14 11:07:09","貸出中","102","新　東4階(小児科)","ZS-930P","04153","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　東4階(小児科)","CH4017","送信機","","","固定資産","2000/01/01 0:00:00","False","","","","False","False","0","False","False","","","","","0"
"00-2898","送信機","2025/01/16 12:53:00","貸出中","103","新　東4階(産婦人科)","ZS-930P","04790","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　ＭＥ室","CH3031","送信機","","","固定資産","2010/01/27 0:00:00","False","","","","False","False","0","False","False","","","","","0"
"00-2929","送信機","2024/01/29 10:15:42","","108","新　ＭＥ室","ZS-930P","16241","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　ＭＥ室","CH1007","送信機","","","固定資産","2010/06/17 0:00:00","False","","","","False","False","0","False","False","","","","","0"
"00-3011","送信機","2024/10/07 10:12:00","終業点検開始","108","新　臨床工学室","ZS-930P","17054","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　東4階(産婦人科)","CH1074","送信機","","","固定資産","2010/04/01 0:00:00","False","","","","False","False","0","False","False","","","","","0"
"13-0006","送信機","2024/01/18 14:25:21","貸出中","112","新　西7階","ZS-930P","17456","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　西7階","CH5053","送信機","","","固定資産","2010/04/01 0:00:00","False","","","","False","False","0","False","False","","","","","0"
"00-2897","送信機","2021/11/04 11:41:45","","108","新　ＭＥ室","ZS-940P","00245","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　ＭＥ室","CH2118 3F","送信機","","","固定資産","2005/03/20 0:00:00","False","","","","False","False","0","False","False","","","","","0"
"00-3040","送信機","2023/02/13 14:28:00","終業点検開始","108","新　ＭＥ室","ZS-940P","00255","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　東4階(産婦人科)","CH4019","送信機","","","固定資産","2005/03/20 0:00:00","False","","","","False","False","0","False","False","","","","","0"
"12-0028","送信機","2024/02/08 9:14:47","貸出中","101","新　東3階(救急)","ZS-900P","17272","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　東3階(救急)","CH5054","送信機","","00001590-00","固定資産","2010/03/31 0:00:00","False","","","","False","False","","False","False","","6","","","0"
"10-1208","送信機","2024/05/24 9:42:00","","108","新　ＭＥ室","ZS-910P","13964","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　ＭＥ室","CH6020","送信機","","00001590-00","固定資産","2010/03/31 0:00:00","False","","","","False","False","","False","False","","6","","","0"
"10-1209","送信機","2024/05/24 9:42:00","","108","新　ＭＥ室","ZS-910P","13960","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　ＭＥ室","CH6056","送信機","","00001590-00","固定資産","2010/03/31 0:00:00","False","","","","False","False","","False","False","","6","","","0"
"10-1211","送信機","2024/02/08 10:23:30","","108","新　ＭＥ室","ZS-910P","13961","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　ＭＥ室","CH1005","送信機","","00001590-00","固定資産","2010/03/31 0:00:00","False","","","","False","False","","False","False","","6","","","0"
"10-1202","送信機","2024/02/20 11:17:52","貸出中","126","新　救急外来","ZS-930P","25424","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　救急外来","CH6077","送信機","","00001590-00","固定資産","2010/03/31 0:00:00","False","","","","False","False","","False","False","","6","","","0"
"10-1203","送信機","2024/10/07 10:12:00","終業点検開始","108","新　臨床工学室","ZS-930P","25422","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　東4階(産婦人科)","CH1019","送信機","","00001590-00","固定資産","2010/03/31 0:00:00","False","","","","False","False","","False","False","","6","","","0"
"10-1204","送信機","2025/03/14 8:50:16","保守開始","108","新　臨床工学室","ZS-930P","25479","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　東7階","CH5071","送信機","","00001590-00","固定資産","2010/03/31 0:00:00","False","","","","False","False","","False","False","","6","","","0"
"10-1206","送信機","2024/01/29 10:13:56","","108","新　ＭＥ室","ZS-930P","25477","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　ＭＥ室","CH1003","送信機","","00001590-00","固定資産","2010/03/31 0:00:00","False","","","","False","False","","False","False","","6","","","0"
"10-1207","送信機","2023/12/28 11:41:44","","108","新　ＭＥ室","ZS-930P","25478","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　ＭＥ室","CH1048","送信機","","00001590-00","固定資産","2010/03/31 0:00:00","False","","","","False","False","","False","False","","6","","","0"
"10-2227","送信機","2024/05/24 9:42:00","","108","新　ＭＥ室","ZS-910P","15685","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　ＭＥ室","CH6006","送信機","","","固定資産","2010/12/28 0:00:00","False","","","","False","False","0","False","False","","6","","","0"
"10-2222","送信機","2024/05/14 7:16:00","","108","新　ＭＥ室","ZS-910P","15691","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　ＭＥ室","CH4048","送信機","","","固定資産","2010/12/28 0:00:00","False","","","","False","False","0","False","False","","6","","","0"
"10-2232","送信機","2024/02/20 11:23:59","貸出中","126","新　救急外来","ZS-930P","31926","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　救急外来","CH3028","送信機","","","固定資産","2010/12/28 0:00:00","False","","","","False","False","0","False","False","","6","","","0"
"10-2241","送信機","2020/11/18 16:49:37","終業点検開始","108","新　ＭＥ室","ZS-920P","01403","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　ＭＥ室","更新後廃棄","送信機","","","固定資産","2005/03/20 0:00:00","False","","","","False","False","0","False","False","","","","","0"
"10-2245","送信機","2023/12/28 11:15:30","","108","新　ＭＥ室","ZS-930P","32668","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　ＭＥ室","CH5040","送信機","","","固定資産","2011/02/18 0:00:00","False","","","","False","False","0","False","False","","6","","","0"
"10-2246","送信機","2024/01/04 9:22:00","貸出中","108","新　ＭＥ室","ZS-930P","32667","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　ＭＥ室","CH3001","送信機","","","固定資産","2011/02/18 0:00:00","False","","","","False","False","0","False","False","","6","","","0"
"10-2244","送信機","2024/06/26 14:24:00","貸出中","106","新　東7階","ZS-930P","32666","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　東7階","CH4071","送信機","","","固定資産","2011/02/18 0:00:00","False","","","","False","False","0","False","False","","6","","","0"
"10-2243","送信機","2023/12/28 11:35:51","","108","新　ＭＥ室","ZS-930P","32669","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　ＭＥ室","CH5042","送信機","","","固定資産","2011/02/18 0:00:00","False","","","","False","False","0","False","False","","6","","","0"
"11-0012","送信機","2024/02/22 11:07:54","貸出中","150","新　化学療法室","ZS-920P","09020","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　化学療法室","CH2049","送信機","","00001423-00","固定資産","2011/05/31 0:00:00","False","","","","False","False","0","False","False","","","","","0"
"11-0015","送信機","2024/05/24 9:42:00","","108","新　ＭＥ室","ZS-910P","16567","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　ＭＥ室","CH4033","送信機","","00001423-00","固定資産","2011/05/31 0:00:00","False","","","","False","False","0","False","False","","","","","0"
"11-0071","送信機","2024/01/25 11:23:00","貸出中","105","新　東6階","ZS-900P","17273","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　東6階","CH2032","送信機","","","固定資産","2011/09/01 0:00:00","False","","","","False","False","0","False","False","","","","","0"
"11-0064","送信機","2024/02/22 11:02:34","貸出中","150","新　化学療法室","ZS-900P","17371","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　化学療法室","CH1024","送信機","","","固定資産","2011/09/01 0:00:00","False","","","","False","False","0","False","False","","","","","0"
"11-0070","送信機","2024/05/14 7:16:00","","108","新　ＭＥ室","ZS-910P","13963","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　ＭＥ室","CH6071","送信機","","","固定資産","2011/09/01 0:00:00","False","","","","False","False","0","False","False","","","","","0"
"11-0050","送信機","2024/02/10 0:18:00","貸出中","114","新　ICU","ZS-930P","13184","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　ICU","CH1019","送信機","","","固定資産","2011/09/01 0:00:00","False","","","","False","False","0","False","False","","","","","0"
"11-0073","送信機","2024/10/07 10:12:00","終業点検開始","108","新　臨床工学室","ZS-930P","17455","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　東4階(産婦人科)","CH1017","送信機","","","固定資産","2011/09/01 0:00:00","False","","","","False","False","0","False","False","","","","","0"
"11-0053","送信機","2024/01/04 9:22:00","貸出中","108","新　ＭＥ室","ZS-930P","28152","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　ＭＥ室","CH4001","送信機","","","固定資産","2011/09/01 0:00:00","False","","","","False","False","0","False","False","","","","","0"
"11-0052","送信機","2024/01/31 9:45:21","貸出中","111","新　西6階","ZS-930P","28153","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　西6階","CH5059","送信機","","","固定資産","2011/09/01 0:00:00","False","","","","False","False","0","False","False","","","","","0"
"11-0056","送信機","2024/02/20 11:19:59","貸出中","126","新　救急外来","ZS-930P","19434","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　救急外来","CH3015","送信機","","","固定資産","2011/03/31 0:00:00","False","","","","False","False","0","False","False","","","","","0"
"12-0013","送信機","2023/12/28 10:19:05","","108","新　ＭＥ室","ZS-930P","039494","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　ＭＥ室","CH1001","送信機","","","固定資産","2012/08/06 0:00:00","False","","","","False","False","0","False","False","","6","","","0"
"13-0005","送信機","2024/02/20 11:22:10","貸出中","126","新　救急外来","ZS-930P","39498","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　救急外来","CH3020","送信機","","","固定資産","2012/08/06 0:00:00","False","","","","False","False","0","False","False","","6","","","0"
"12-0019","送信機","2023/12/28 11:44:13","","108","新　ＭＥ室","ZS-930P","039500","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　ＭＥ室","CH1005","送信機","","","固定資産","2012/08/06 0:00:00","False","","","","False","False","0","False","False","","6","","","0"
"12-0035","送信機","2023/01/24 10:10:27","貸出中","118","新　SCU","ZS-530P","6393","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　SCU","CH2091","送信機","","","固定資産","2013/01/10 0:00:00","False","","","","False","False","0","False","False","","6","","","600000"
"12-0046","送信機","2024/01/30 10:49:17","貸出中","111","新　西6階","ZS-630P","02415","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　西6階","CH4038","送信機","","","固定資産","2013/05/30 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"12-0048","送信機","2024/01/16 14:12:37","貸出中","110","新　西5階","ZS-630P","02412","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　西5階","CH1040","送信機","","","固定資産","2013/05/30 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"12-0047","送信機","2024/01/31 11:23:04","貸出中","111","新　西6階","ZS-630P","02414","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　西6階","CH4076","送信機","","","固定資産","2013/05/30 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"12-0044","送信機","2024/01/31 11:25:39","貸出中","111","新　西6階","ZS-630P","02411","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　西6階","CH4079","送信機","","","固定資産","2013/05/30 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"12-0050","送信機","2024/01/31 11:21:15","貸出中","111","新　西6階","ZS-630P","02413","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　西6階","CH5016","送信機","","","固定資産","2013/05/30 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0025","送信機","2024/05/24 9:42:00","","108","新　ＭＥ室","ZS-920P","11421","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　ＭＥ室","CH5066","送信機","","","固定資産","2013/08/29 0:00:00","False","","","","False","False","0","False","False","","","","","0"
"13-0048","送信機","2024/05/24 9:42:00","","108","新　ＭＥ室","ZS-920P","11773","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　ＭＥ室","CH2004","送信機","","","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","","","","0"
"13-0039","送信機","2022/11/08 10:29:49","","","","ZS-920P","11770","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　ＭＥ室","更新後廃棄","送信機","","","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","","","","0"
"13-0040","送信機","2022/12/22 17:42:00","","108","新　ＭＥ室","ZS-920P","11771","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　ＭＥ室","CH1044","送信機","","","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","","","","0"
"13-0041","送信機","2024/01/17 12:54:00","貸出中","106","新　東7階","ZS-920P","11772","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　東7階","CH5048","送信機","","","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","","","","0"
"13-0037","送信機","2024/02/08 10:07:27","","108","新　ＭＥ室","ZS-920P","11769","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　ＭＥ室","CH4001","送信機","","","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","","","","0"
"13-0029","送信機","2024/05/24 9:42:00","","108","新　ＭＥ室","ZS-920P","11774","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　ＭＥ室","CH5065","送信機","","","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","","","","0"
"13-0068","送信機","2024/01/18 11:29:51","貸出中","112","新　西7階","ZS-630P","06586","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　西7階","CH1053","送信機","","","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0064","送信機","2024/01/30 10:51:48","貸出中","111","新　西6階","ZS-630P","06568","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　西6階","CH6076","送信機","","","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0057","送信機","2024/01/30 10:53:15","貸出中","111","新　西6階","ZS-630P","06570","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　西6階","CH4026","送信機","","","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0059","送信機","2024/01/31 11:27:17","貸出中","111","新　西6階","ZS-630P","06571","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　西6階","CH4016","送信機","","","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0056","送信機","2024/06/21 11:11:00","貸出中","111","新　西6階","ZS-630P","06572","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　西6階","CH4059","送信機","","","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0060","送信機","2024/05/28 13:56:44","保守開始","108","新　ＭＥ室","ZS-630P","06573","新　臨床工学室","0221480","医用テレメータ","109200","日本光電工業","新　西6階","CH4063","送信機","","","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0063","送信機","2024/01/31 9:26:30","貸出中","111","新　西6階","ZS-630P","06580","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　西6階","CH4065","送信機","","","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0052","送信機","2024/01/11 9:52:25","貸出中","104","新　東5階","ZS-630P","06566","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　東5階","CH5033","送信機","","","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0053","送信機","2024/01/10 11:03:20","貸出中","107","新　西2階","ZS-630P","06563","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　西2階","CH1066","送信機","","","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0051","送信機","2024/01/18 11:31:20","貸出中","112","新　西7階","ZS-630P","06564","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　西7階","CH1071","送信機","","","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0049","送信機","2024/02/22 10:48:32","貸出中","138","新　運動療法室","ZS-630P","06588","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　運動療法室","CH2012","送信機","","","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0050","送信機","2024/02/22 10:51:27","貸出中","138","新　運動療法室","ZS-630P","06590","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　運動療法室","CH2035","送信機","","","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0071","送信機","2024/02/15 9:34:49","貸出中","109","新　西4階","ZS-630P","06592","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　西4階","CH6003","送信機","","","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0067","送信機","2024/01/18 11:32:50","貸出中","112","新　西7階","ZS-630P","06561","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　西7階","Ch2022","送信機","","","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0062","送信機","2025/04/24 8:54:00","","108","新　臨床工学室","ZS-630P","06582","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　東3階(救急)","CH2054","送信機","","","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0047","送信機","2024/02/22 10:49:56","貸出中","138","新　運動療法室","ZS-630P","06589","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　運動療法室","CH2030","送信機","","","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0058","送信機","2025/04/14 13:49:00","貸出中","111","新　西6階","ZS-630P","06567","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　西6階","CH4031","送信機","","","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0065","送信機","2024/01/25 9:41:31","貸出中","110","新　西5階","ZS-630P","06583","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　西5階","CH2010","送信機","","","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0055","送信機","2024/03/05 14:20:49","貸出中","110","新　西5階","ZS-630P","06565","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　西5階","CH2048","送信機","","","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0066","送信機","2023/01/25 9:39:01","貸出中","105","新　東6階","ZS-630P","06585","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　東6階","CH1038","送信機","","","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0070","送信機","2024/02/22 10:47:12","貸出中","138","新　運動療法室","ZS-630P","06587","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　運動療法室","CH2008","送信機","","","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0061","送信機","2024/01/31 9:29:39","貸出中","111","新　西6階","ZS-630P","06581","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　西6階","CH4008","送信機","","","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0054","送信機","2024/01/16 14:14:00","貸出中","110","新　西5階","ZS-630P","06562","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　西5階","CH1067","送信機","","","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0069","送信機","2025/04/24 8:54:00","","108","新　臨床工学室","ZS-630P","06560","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　東3階(救急)","CH5004","送信機","","","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0078","送信機","2024/02/08 10:06:09","","108","新　ＭＥ室","ZS-920P","11837","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　ＭＥ室","CH3001","送信機","","","固定資産","2014/02/19 0:00:00","False","","","","False","False","0","False","False","","","","","0"
"13-0076","送信機","2024/01/17 11:34:31","貸出中","106","新　東7階","ZS-920P","11835","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　東7階","CH6048","送信機","","","固定資産","2014/02/19 0:00:00","False","","","","False","False","0","False","False","","","","","0"
"12-0032","送信機","2024/02/07 9:18:02","貸出中","101","新　東3階(救急)","ZS-900P","26361","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　東3階(救急)","CH2038","送信機","","","固定資産","2012/11/29 0:00:00","False","","","","False","False","0","False","False","","6","","","0"
"14-0017","送信機","2024/01/29 10:30:25","貸出中","117","新　CCU","ZS-630P","12751","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　CCU","CH3004","送信機","","20140050-00","固定資産","2014/08/19 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"14-0018","送信機","2024/01/31 9:35:43","貸出中","111","新　西6階","ZS-630P","12752","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　西6階","CH6026","送信機","","20140051-00","固定資産","2014/08/19 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"14-0020","送信機","2024/05/24 15:49:00","貸出中","185","血液浄化センター","ZS-900P","33993","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","血液浄化センター","CH4036","送信機","","","固定資産","2015/01/06 0:00:00","False","","","","False","False","0","False","False","","","","","0"
