"管理番号","機器名称","開始日","状況","現所在地ＣＤ","現所在地","型式","製造ＣＤ","管理部署","分類ＣＤ","分類","メーカーＣＤ","メーカー","配備部署","ME.No","カタログ名称","SystemID","資産番号","資産区分","納入年月日","廃棄フラグ","廃棄年月日","廃棄予定日","廃棄担当者","代表機種","年間保守契約","年間保守費用","常設機器","統計対象外","運転実時間","耐用年数","可用年数","所属コード","購入価格"
"13-0407","診察台　SD-8","2014/04/25 11:05:00","","128","新　内視鏡室","EX-SD8","BA014A0192","新　内視鏡室","0301000","汎用診療・処置台","083000","タカラベルモント","新　内視鏡室","","診察台　SD-8","","00001604-00","固定資産","2014/02/06 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0406","診察台　SD-8","","","119","新　外来A","EX-SD8","BA014A0195","新　外来A","0301000","汎用診療・処置台","083000","タカラベルモント","新　外来A","","診察台　SD-8","","00001605-00","固定資産","2014/02/06 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0405","インテリビレッジEC10","","","115","新　NICU","865115","DE31712873","新　ＭＥ室","0221400","セントラルモニタ","129600","フィリップスメディカルシステムズ","新　NICU","","インテリビレッジ","","","固定資産","2014/02/20 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0404","経皮血中ガス分圧モニタ","2025/03/19 10:30:11","","108","新　臨床工学室","9200","92L266","新　NICU","0221460","経皮血中ガス分析装置","049800","コーケンメディカル","新　NICU","","経皮血中ガス分圧モニタ","","00001607-00","固定資産","2014/02/26 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0403","超音波診断装置","2023/03/30 10:21:00","","","","Vscan","VH0137707U","新　ＭＥ室","0212000","超音波画像診断装置","002520","GEヘルスケア・ジャパン","新　ＭＥ室","","汎用超音波画像診断装置","","00001568-00","固定資産","2013/11/25 0:00:00","False","","","","False","False","0","False","False","","6","","","0"
"13-0402","超音波診断装置","2024/01/31 16:47:00","","","","Vscan","VH016707WZ","新　ＭＥ室","0212000","超音波画像診断装置","002520","GEヘルスケア・ジャパン","新　ＭＥ室","","汎用超音波画像診断装置","","00001567-00","固定資産","2013/11/25 0:00:00","False","","","","False","False","0","False","False","","6","","","0"
"13-0401","頭部三点固定器","","","113","新　手術室","4-0-A-1059","094534/129/000940","新　手術室","0301020","手術台","030400","欧和通商","新　手術室","","頭部三点固定器","","00001555-00","固定資産","2013/08/29 0:00:00","False","","","","False","False","0","False","False","","5","","","0"
"13-0376","高輝度光源装置","","","122","新　外来D","CLH-SC","312319","産婦人科","0525520","内視鏡光源装置","034600","オリンパス","新　外来D","","高輝度光源装置","","","固定資産","2014/03/20 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0374","ビデオシステム","","","122","新　外来D","OTV-SC","7424841","産婦人科","0525530","内視鏡ビデオ装置","034600","オリンパス","新　外来D","","ビデオシステム","","","固定資産","2014/03/20 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0370","電動リモートコントロールベッド　ヴァーサケア","2014/04/25 11:05:00","","67","救急科","KH-V7510A","0354AD7818","救急科","1190000","電動ベッド","125000","パラマウントベッド","救急科","","電動リモートコントロールベッド　ヴァーサケア","","00001623-00","固定資産","2014/03/31 0:00:00","False","","","","False","False","0","False","False","","8","","","0"
"13-0369","電動リモートコントロールベッド　ヴァーサケア","","","67","救急科","KH-V7510A","0354AD7815","救急科","1190000","電動ベッド","125000","パラマウントベッド","救急科","","電動リモートコントロールベッド　ヴァーサケア","","00001622-00","固定資産","2014/03/31 0:00:00","False","","","","False","False","0","False","False","","8","","","0"
"13-0368","肩用バックプレート","","","113","新　手術室","1007.18BO","4571130640146","新　手術室","0301020","手術台","142800","マッケ・ジャパン","新　手術室","","肩用バックプレート","","00001619-00","固定資産","2014/03/19 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0367","重心動揺計","","","67","耳鼻咽喉科","GP-5000","115109","耳鼻咽喉科","0223000","聴力検査用器具","014400","アニマ","耳鼻咽喉科","","重心動揺計","","00001621-00","固定資産","2014/03/19 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0366","ベッドパンウォッシャー","","","126","新　救急外来","topline20At","10248964","新　救急外来","9900000","その他器材","032500","小川医理器","新　救急外来","","ベッドパンウォッシャー","","","固定資産","2014/03/18 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0365","気管支ビデオスコープ","","","113","新　手術室","BF-260","2403987","麻酔科","0525070","気管支鏡","035000","オリンパスメディカルシステムズ","新　手術室","","気管支ビデオスコープ","","00001617-00","固定資産","2014/03/13 0:00:00","False","","","","False","False","0","False","False","","","","","0"
"13-0364","長時間心電図解析装置","","","139","新　生理検査室","DSC-3300","338","新　生理検査室","0221220","その他の心電計","109200","日本光電工業","新　生理検査室","","長時間心電図解析装置","","00001609-00","固定資産","2014/01/09 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0363","長時間心電図血圧記録器","","","139","新　生理検査室","RAC-3502","450","新　生理検査室","0221220","その他の心電計","109200","日本光電工業","新　生理検査室","","長時間心電図血圧記録器","","00001586-00","固定資産","2014/01/09 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0362","電動式骨手術器械","","","113","新　手術室","ColibriⅡ　532-101","2620","新　手術室","0334000","骨カッタ","068200","シンセス","新　手術室","","電動式骨手術器械","","00001574-00","固定資産","2014/01/09 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0361","光学視管70°直径4ＭＭ","","","67","泌尿器科","ＷＡ22003Ａ","651812","泌尿器科","0525030","泌尿器内視鏡","035000","オリンパスメディカルシステムズ","泌尿器科","","光学視管70°直径4ＭＭ","","00001559-00","固定資産","2013/10/31 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0360","ドライケム","","","141","新　検体検査室","7000Z","70110169","新　検体検査室","0817200","血液検査機器","165600","和光純薬工業","新　検体検査室","","ドライケム","","00001569-00","固定資産","2013/11/26 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0359","５６０Ｈハイディフィニションカメラヘッド","","","113","新　手術室","５６０Ｐハイディフィニションコントロールユニット","BBS3763","新　臨床工学室","0525510","内視鏡処理装置","071200","スミス・アンド・ネフューエンドスコピー","新　手術室","","５６０Ｐハイディフィニションコントロールユニット","","00001573-00","固定資産","2013/11/28 0:00:00","False","","","","False","False","0","False","False","","","","","0"
"13-0358","タニケットシステム(電動式止血器)","","","113","新　手術室","ATS-750","60-0750-101-00","新　手術室","0312900","止血器","068400","ジンマー","新　手術室","","タニケットシステム(電動式止血器)","","00001557-00","固定資産","2013/09/10 0:00:00","False","","","","False","False","0","False","False","","","","","0"
"13-0357","電子リニア探触子","","","121","新　外来C","UST-5045P3.5","20358094","新　外来C","0212020","超音波診断用プローブ","127180","日立アロカメディカル","新　外来C","","電子リニア探触子","","","固定資産","2014/01/15 0:00:00","False","","","","False","False","0","False","False","","6","","","0"
"13-0356","穿刺ガイド管　UST676P用","","","121","新　外来C","MP-2452-G18","20334962/20334963","新　外来C","0212010","超音波画像診断装置周辺装置","127180","日立アロカメディカル","新　外来C","","穿刺ガイド管　UST676P用","","","固定資産","2014/01/15 0:00:00","False","","","","False","False","0","False","False","","6","","","0"
"13-0355","電子コンベックス探触子","","","121","新　外来C","UST-676P","20358381","新　外来C","0212020","超音波診断用プローブ","127180","日立アロカメディカル","新　外来C","","電子コンベックス探触子","","","固定資産","2014/01/15 0:00:00","False","","","","False","False","0","False","False","","6","","","0"
"13-0354","電子リニア探触子（浅部ステアード）","","","121","新　外来C","UST-5413","4562122954778","新　外来C","0212020","超音波診断用プローブ","127180","日立アロカメディカル","新　外来C","","電子リニア探触子","","","固定資産","2014/01/15 0:00:00","False","","","","False","False","0","False","False","","6","","","0"
"13-0353","電子コンベックス探触子","","","121","新　外来C","UST-9123","20362274","新　外来C","0212020","超音波診断用プローブ","127180","日立アロカメディカル","新　外来C","","電子コンベックス探触子","","","固定資産","2014/01/15 0:00:00","False","","","","False","False","0","False","False","","6","","","0"
"13-0352","エコーコピア","","","121","新　外来C","SSZ-D310","M08969","新　外来C","0212010","超音波画像診断装置周辺装置","127180","日立アロカメディカル","新　外来C","","エコーコピア","","","固定資産","2014/01/15 0:00:00","False","","","","False","False","0","False","False","","6","","","0"
"13-0351","超音波診断装置","2023/08/23 16:00:47","","121","新　外来C","ProSound　α６","Y0000719","泌尿器科","0212000","超音波画像診断装置","127180","日立アロカメディカル","新　外来C","","超音波診断装置ProSound　α６","","00001587-00","固定資産","2014/01/15 0:00:00","False","","","","False","False","0","False","False","","6","","","0"
"13-0349","BISプロセッサ","2024/10/21 13:06:00","","108","新　臨床工学室","QE-910P","BX63466","新　ＭＥ室","0221410","単項目モニタ","109200","日本光電工業","新　ＭＥ室","一時貸出用２","BISプロセッサ","","","固定資産","2013/12/01 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0348","BISプロセッサ","2025/05/19 14:18:00","貸出中","114","新　ICU","QE-910P","BX63391","新　ＭＥ室","0221410","単項目モニタ","109200","日本光電工業","新　ＭＥ室","一時貸出用１","BISプロセッサ","","","固定資産","2013/12/01 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0347","サーモガード","2025/04/27 15:33:52","貸出中","114","新　ICU","8700-0650-03","TGXP11147","救急科","0312800","患者加温装置","012000","旭化成メディカル","新　ICU","","サーモガード","","00001594-00","固定資産","2014/01/24 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0346","滑走式ミクロトーム","","","143","新　病理検査室","リトラトームREM-710","1402046","新　病理検査室","0821910","その他の医用検体検査装置","156700","大和光機工業","新　病理検査室","","滑走式ミクロトーム","","","固定資産","2014/03/05 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0340","IMAGE1HD-Zｶﾒﾗﾍｯﾄﾞ","2016/10/25 11:39:00","","113","新　手術室","K22220055-3","SW813155-H","新　手術室","0525530","内視鏡ビデオ装置","-1","エム・シー・メディカル","新　手術室","カメラヘッド","IMAGE1 H3-Zカメラヘッド","","00001584-00","固定資産","2013/02/26 0:00:00","False","","","","False","False","0","False","False","","5","","","0"
"13-0339","記録装置操作用パネル","","","113","新　手術室","ET1528L-8CJM-1-BG-3-G","E586269","新　臨床工学室","0525530","内視鏡ビデオ装置","028450","エム・シー・メディカル","新　手術室",""," LCDメディカルタッチモニタ","","","固定資産","2013/12/11 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0338","メディカルHDレコーダ","2024/08/20 14:36:13","","113","新　手術室","HVO-1000MD","3202561933","新　手術室","0525530","内視鏡ビデオ装置","076800","ソニー","新　手術室","","メディカルHDレコーダ","","00001584-00","固定資産","2013/12/20 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0337","メディカルモニター","","","113","新　手術室","EJ-MLA26NK1","H3ID10103","新　臨床工学室","0525500","内視鏡周辺装置","123000","パナソニック","新　手術室","","メディカルモニター","","","固定資産","2024/09/20 0:00:00","False","","","","False","False","0","False","False","","0","0","","0"
"13-0336","内視鏡タワー","","","113","新　手術室","M-MCM-004","MET3A074","新　臨床工学室","0525500","内視鏡周辺装置","005150","MCメディカル","新　手術室","","架台","","","固定資産","2024/09/20 0:00:00","False","","","","False","False","0","False","False","","5","","","0"
"13-0335","26インチHDモニター","2025/02/25 15:54:40","","113","新　手術室","K9826NB-JP","H3ID10103","新　手術室","0525530","内視鏡ビデオ装置","028450","エム・シー・メディカル","新　手術室","ストルツ3号機","26インチHDモニター","","","固定資産","2013/02/01 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0334","26インチHDモニター","2025/02/25 15:52:15","","113","新　手術室","K9826NB-JP","H3ID10102","新　手術室","0525530","内視鏡ビデオ装置","028450","エム・シー・メディカル","新　手術室","","26インチHDモニター","","","固定資産","2013/02/01 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0333","高速気腹装置","2024/11/25 16:48:00","貸出中","113","新　手術室","UHI-4","7322785","新　手術室","0525500","内視鏡周辺装置","035000","オリンパスメディカルシステムズ","新　手術室","","高速気腹装置","","","固定資産","2013/02/01 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0332","ﾋﾞﾃﾞｵ光源装置ｷｾﾉﾝ300","2024/06/26 9:46:00","保守開始","028450","エム・シー・メディカル","K20133101-1","TX0681692","新　手術室","0525520","内視鏡光源装置","028450","エム・シー・メディカル","新　手術室","","ﾋﾞﾃﾞｵ光源装置ｷｾﾉﾝ300","","00001584-00","固定資産","2013/02/26 0:00:00","False","","","","False","False","0","False","False","","5","","","0"
"13-0331","IMAGE1HDｶﾒﾗｺﾝﾄﾛｰﾙﾕﾆｯﾄ","2025/02/25 15:51:13","貸出中","113","新　手術室","K2221011U11","PW703665-P","新　手術室","0525530","内視鏡ビデオ装置","028450","エム・シー・メディカル","新　手術室","","IMAGE1HDｶﾒﾗｺﾝﾄﾛｰﾙﾕﾆｯﾄ","","00001584-00","固定資産","2013/02/26 0:00:00","False","","","","False","False","0","False","False","","5","","","0"
"13-0330","マリスCMCVバイポーラ凝固切開装置","2016/01/20 10:59:00","貸出中","113","新　手術室","80-1788","XL13051811","脳神経外科","0329000","電気手術器","066600","ジョンソン・エンド・ジョンソン","新　手術室","","マリスCMCVバイポーラ凝固切開装置","","00001572-00","固定資産","2013/11/27 0:00:00","False","","","","False","False","0","False","False","","5","","","0"
"13-0329","手術台　イメージングテーブル","","","113","新　手術室","VACB-3005B","MJN-20138-0042 ","新　手術室","1190000","電動ベッド","001470","CMS","新　手術室","","手術台　イメージングテーブル","","00001585-00","固定資産","2013/12/20 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0328","低周波治療器","","","138","新　運動療法室","ＧＤ-611","BD10357","新　運動療法室","0612860","理学療法用電気刺激装置","030700","オージー技研","新　運動療法室","","低周波治療器","","00001581-00","固定資産","2013/12/20 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0327","超音波診断装置","2024/08/02 9:04:26","","","","NanoMax L08200-Ｓ","03VW0V","循環器内科","0212000","超音波画像診断装置","109250","日本コヴィディエン","新　アンギオ室","","汎用型超音波画像診断装置","","00001575-00","固定資産","2013/12/13 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0323","D-Vapor（デスフルラン専用）","2024/10/26 15:27:22","","108","新　臨床工学室","M35500","ASEJ-0419","新　手術室","0305000","閉鎖循環式麻酔器","098000","ドレーゲル・メディカル ジャパン","新　手術室","","D-Vapor","","00001566-00","固定資産","2013/11/20 0:00:00","False","","","","False","False","0","False","False","","8","","","0"
"13-0322","D-Vapor（デスフルラン専用）","2024/10/26 15:30:39","","108","新　ＭＥ室","M35500","ASEJ-0418","新　手術室","0305000","閉鎖循環式麻酔器","098000","ドレーゲル・メディカル ジャパン","新　手術室","アンギオ3","D-Vapor","","00001565-00","固定資産","2013/11/20 0:00:00","False","","","","False","False","0","False","False","","8","","","0"
"13-0321","D-Vapor（デスフルラン専用）","2024/10/26 15:29:44","","113","新　手術室","M35500","ASEJ-0417","新　手術室","0305000","閉鎖循環式麻酔器","098000","ドレーゲル・メディカル ジャパン","新　手術室","予備機器","D-Vapor","","00001564-00","固定資産","2013/11/20 0:00:00","False","","","","False","False","0","False","False","","8","","","0"
"13-0317","超音波診断装置","2023/12/27 9:53:20","","121","新　外来C","vividS6","7218VS6","泌尿器科","0212000","超音波画像診断装置","002520","GEヘルスケア・ジャパン","新　外来C","13-0317～0326","超音波診断装置","","00001571-00","固定資産","2013/11/27 0:00:00","False","","","","False","False","0","False","False","","","","","0"
"13-0316","メディカルHDレコーダ","","","113","新　手術室","HVO-1000MD","11424","新　手術室","0525530","内視鏡ビデオ装置","076800","ソニー","新　手術室","","メディカルHDレコーダ","","00001558-00","固定資産","2013/10/15 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0310","コンパクトカメラヘッド","","","113","新　手術室","AG-MDC10G","I3TAA0006","呼吸器外科","0312260","手術支援装置","041150","共信電気","新　手術室","13-0311から0316","コンパクトカメラヘッド","","","固定資産","2013/10/15 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0305","コントロールユニット","","","113","新　手術室","P200-CU-100","00000160/A3900266","脳神経外科","0329050","開頭手術用ドリル","099400","ナカニシ","新　手術室","その他構成多","コントロールユニット","","00001563-00","固定資産","2013/11/29 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0304","電気メス","2020/09/01 17:34:00","","","","FORCETRIAD","T3D34850EX","新　ＭＥ室","0329000","電気手術器","079600","タイコヘルスケアジャパン","新　手術室","No3　手術室3","電気メス","","00001556-00","固定資産","2013/08/29 0:00:00","False","","","","False","False","0","False","False","","","","","0"
"13-0302","コントロールユニット","","","113","新　手術室","P200-CU-100","03500227","脳神経外科","0329050","開頭手術用ドリル","099400","ナカニシ","新　手術室","その他、構成多","コントロールユニット","","00001554-00","固定資産","2013/07/29 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0228","加温加湿器　MR850システム","2024/04/19 15:56:21","保守開始","108","新　ＭＥ室","MR850GJU","130619183495","新　ＭＥ室","0376200","加湿器","129300","フィッシャーアンドパイケル","新　ICU","HFT用　西6①","人工呼吸器用加温加湿器　MR850システム","","","固定資産","2014/03/31 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0227","血液浄化用装置","2025/05/12 15:39:00","貸出中","185","血液浄化センター","TR55X","TC529","新　ＭＥ室","0407620","透析用監視装置","095600","東レ・メディカル","新　ＭＥ室","3号機","血液浄化用装置　","","00001626-00","固定資産","2014/03/01 0:00:00","False","","","","False","False","0","False","False","","","","","0"
"13-0226","逆浸透水処理装置","2025/01/14 14:33:05","","","","MH1000CX","50-MF1-371","新　ＭＥ室","0407600","透析液供給装置","107600","日本ウォーターシステム","新　ＭＥ室","1床用　No.3","逆浸透水処理装置","","00001627-00","固定資産","2014/03/18 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0225","個人用透析装置","2023/10/17 16:03:50","","108","新　ＭＥ室","DBB-27","J1402630","新　ＭＥ室","0407620","透析用監視装置","102400","日機装","新　ＭＥ室","No.2","透析装置","","00001627-00","固定資産","2014/03/27 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0223","ヒータークーラー　3T","2025/01/06 16:46:00","貸出中","113","新　手術室","16-02-95","16S30372","新　ＭＥ室","0407010","人工心肺装置の付属品","076600","ソーリン・グループ","新　手術室","","ヒータークーラー　3T","","00001598-00","固定資産","2014/02/04 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0219","高低体温維持装置","2024/10/24 16:59:00","貸出中","114","新　ICU","メディサーム","MTA6901J21011","新　ＭＥ室","0312800","患者加温装置","003800","アイ・エム・アイ","新　ＭＥ室","","高低体温維持装置","","","固定資産","2013/12/20 0:00:00","False","","","","False","False","0","False","False","","","","","0"
"13-0218","遠心ポンプ　バックアップコントローラー","2023/03/27 12:14:45","","108","新　ＭＥ室","SP-101SB","131000008","新　ＭＥ室","0407200","補助循環装置","090000","テルモ","新　ＭＥ室","No,3","遠心ポンプ　バックアップコントローラー","","","固定資産","2013/12/20 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0216","人工呼吸器","2025/04/25 15:27:00","","108","新　臨床工学室","V60","100087048","新　ＭＥ室","0306000","人工呼吸器","129390","フィリップス・レスピロニクス","新　ＭＥ室","2号機","人工呼吸器","","0000-1576-00","固定資産","2013/12/19 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0203","SCD700","2025/04/19 20:21:00","貸出中","114","新　ICU","SCD700","V1229575SX","新　ＭＥ室","0612870","マッサージ器","109250","日本コヴィディエン","新　ICU","ICU用","SCD700","","","固定資産","2013/04/12 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0202","SCD700","2025/03/21 13:49:00","貸出中","114","新　ICU","SCD700","V1229446SX","新　ＭＥ室","0612870","マッサージ器","109250","日本コヴィディエン","新　ICU","ICU用","SCD700","","","固定資産","2013/04/12 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0199","ベッドサイドモニタ","2023/01/26 9:54:00","貸出中","96","初療室","BSM-6301","2093","新　ＭＥ室","0221405","多項目モニタ","109200","日本光電工業","初療室","ER-1","ベッドサイドモニタ","","00001614-00","固定資産","2014/03/17 0:00:00","False","","","","False","False","0","False","False","","6","","","0"
"13-0181","除細動器（カーディオライフ）","2024/02/21 14:10:22","貸出中","96","初療室","TEC-5531","03273","新　ＭＥ室","0212400","除細動器","109200","日本光電工業","DMAT","DMAT","除細動器","","00001597-00","固定資産","2014/01/29 0:00:00","False","","","","False","False","0","False","False","","","","","0"
"13-0180","携帯型受信機　パームビュー","2024/01/31 10:17:42","貸出中","111","新　西6階","ZT-210P","931","新　ＭＥ室","0221240","その他の生体現象データ処理装置","109200","日本光電工業","新　西6階","西6","携帯型受信機　パームビュー","","","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0178","携帯型受信機　パームビュー","2023/01/16 9:13:39","貸出中","117","新　CCU","ZT-210P","930","新　ＭＥ室","0221240","その他の生体現象データ処理装置","109200","日本光電工業","新　CCU","CCU","携帯型受信機　パームビュー","","","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0177","携帯型受信機　パームビュー","2024/01/31 10:21:09","貸出中","111","新　西6階","ZT-210P","934","新　ＭＥ室","0221240","その他の生体現象データ処理装置","109200","日本光電工業","新　西6階","西6","携帯型受信機　パームビュー","","","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0164","携帯型受信機　パームビュー","2024/02/22 10:53:16","貸出中","138","新　運動療法室","ZT-210P","933","新　ＭＥ室","0221240","その他の生体現象データ処理装置","109200","日本光電工業","新　運動療法室","リハ室","携帯型受信機　パームビュー","","","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0163","医用テレメータ","2024/02/22 10:45:20","貸出中","138","新　運動療法室","WEP-5204","3385","新　ＭＥ室","0221400","セントラルモニタ","109200","日本光電工業","新　運動療法室","リハ室","医用テレメータ","","","固定資産","2013/12/27 0:00:00","False","","","","False","False","0","False","False","","6","","","0"
"13-0162","ベッドサイドモニタ","2024/01/25 11:03:06","貸出中","118","新　SCU","BSM-6501","2179","新　ＭＥ室","0221405","多項目モニタ","109200","日本光電工業","新　SCU","SCU-5","ベッドサイドモニタ","","00001591-00","固定資産","2013/12/27 0:00:00","False","","","","False","False","0","False","False","","6","","","0"
"13-0161","ベッドサイドモニタ","2024/01/25 11:00:52","貸出中","118","新　SCU","BSM-6501","2178","新　ＭＥ室","0221405","多項目モニタ","109200","日本光電工業","新　SCU","SCU-4","ベッドサイドモニタ","","00001592-00","固定資産","2013/12/27 0:00:00","False","","","","False","False","0","False","False","","6","","","0"
"13-0160","ベッドサイドモニタ","2024/01/23 10:57:19","貸出中","118","新　SCU","BSM-6501","2177","新　ＭＥ室","0221405","多項目モニタ","109200","日本光電工業","新　SCU","SCU-3","ベッドサイドモニタ","","00001589-00","固定資産","2013/12/27 0:00:00","False","","","","False","False","0","False","False","","6","","","0"
"13-0159","ベッドサイドモニタ","2024/03/06 10:54:00","貸出中","114","新　ICU","BSM-6701","03639","新　ＭＥ室","0221405","多項目モニタ","109200","日本光電工業","新　ICU","ICU-8","ベッドサイドモニタ","","00001588-00","固定資産","2013/12/27 0:00:00","False","","","","False","False","0","False","False","","6","","","0"
"13-0146","電動式可搬型吸引器　ＯＢ-MINI","2014/04/25 10:53:00","貸出中","66","DMAT","電動式可搬型吸引器","3101210123","新　ＭＥ室","0332020","低圧持続吸引器","117640","ノルメカエイシア","","DMAT専用機","OB-MINI","","","固定資産","2013/12/13 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0126","X2","2022/11/24 14:40:27","貸出中","66","DMAT","M3002A","DE315E5369","新　ＭＥ室","0221400","セントラルモニタ","129600","フィリップスメディカルシステムズ","DMAT","DMAT","X2","","00001577-00","固定資産","2013/12/19 0:00:00","False","","","","False","False","0","False","False","","7","","","0"
"13-0125","X2","2022/11/24 14:34:16","貸出中","66","DMAT","M3002A","DE315E5332","新　ＭＥ室","0221400","セントラルモニタ","129600","フィリップスメディカルシステムズ","DMAT","DMAT","X2","","00001578-00","固定資産","2013/12/19 0:00:00","False","","","","False","False","0","False","False","","7","","","0"
"13-0124","人工呼吸器","2022/06/14 10:50:53","保守開始","108","新　ＭＥ室","LTV1200","E66754","新　ＭＥ室","0306000","人工呼吸器","131000","フジ・レスピロニクス","DMAT","","人工呼吸器","","00001562-00","固定資産","2013/11/01 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0123","SCD700","2025/04/19 20:16:00","貸出中","114","新　ICU","SCD700","V1229526SX","新　ＭＥ室","0612870","マッサージ器","109250","日本コヴィディエン","新　ICU","ICU用","SCD700","","","固定資産","2013/10/28 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0122","入力ユニット","2024/01/23 11:08:28","貸出中","118","新　SCU","AY-663P","15298","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　SCU","SCU-6","入力ユニット","","","固定資産","2013/10/29 0:00:00","False","","","","False","False","0","False","False","","6","","","0"
"13-0121","ベッドサイドモニタ","2024/01/23 11:06:35","貸出中","118","新　SCU","BSM-6501","02075","新　ＭＥ室","0221405","多項目モニタ","109200","日本光電工業","新　SCU","SCU-6","ベッドサイドモニタ","","00001561-00","固定資産","2013/10/29 0:00:00","False","","","","False","False","0","False","False","","6","","","0"
"13-0103","ﾈﾙｺｱSPO2モニターJPN","2024/05/08 17:21:00","貸出中","128","新　内視鏡室","N-BSJ","MBB1301012","新　ＭＥ室","0221430","パルスオキシメータ","001670","コヴィディエン ジャパン","新　内視鏡室","内視鏡室②","ネルコア　パルスオキシメータ","","","固定資産","2013/06/14 0:00:00","False","","","","False","False","0","False","False","","5","","","0"
"13-0102","ﾈﾙｺｱSPO2モニターJPN","2024/05/08 17:20:00","貸出中","128","新　内視鏡室","N-BSJ","MBB1301011","新　ＭＥ室","0221430","パルスオキシメータ","001670","コヴィディエン ジャパン","新　内視鏡室","内視鏡室①","ネルコア　パルスオキシメータ","","","固定資産","2013/06/14 0:00:00","False","","","","False","False","0","False","False","","5","","","0"
"13-0101","バイオコンソール560型","2021/11/17 10:51:47","","108","新　ＭＥ室","560BCS1","560B101595","新　ＭＥ室","0407010","人工心肺装置の付属品","114400","日本メドトロニック","新　ＭＥ室","緊急購入","560型バイオコンソール","","00001551-00","固定資産","2013/04/26 0:00:00","False","","","","False","False","0","False","False","","10","","","0"
"13-0088","酸素ブレンダ","2025/04/24 16:58:00","","108","新　臨床工学室","OA2060","0518","新　臨床工学室","0306220","酸素供給装置","059300","サンユーテクノロジー","新　臨床工学室","CE中央管理NHF","酸素ブレンダー","","","固定資産","2013/05/28 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0087","酸素ブレンダ","2025/05/17 14:47:00","貸出中","102","新　東4階(小児科)","OA2060","0519","新　臨床工学室","0306220","酸素供給装置","059300","サンユーテクノロジー","新　臨床工学室","CE中央管理NHF","酸素ブレンダー","","","固定資産","2013/05/28 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0086","酸素ブレンダ","2025/05/19 13:04:00","貸出中","114","新　ICU","OA2060","0522","新　臨床工学室","0306220","酸素供給装置","059300","サンユーテクノロジー","新　臨床工学室","CE中央管理NHF","酸素ブレンダー","","","固定資産","2014/03/31 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
